公告,#genre#
东南卫视,http://36.32.174.67:60080/newlive/live/hls/33/live.m3u8$LR•IPV4『线路8』
东南卫视,http://110.53.52.63:8888/newlive/live/hls/47/live.m3u8$LR•IPV4『线路9』
深圳卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225598/2/index.m3u8$LR•IPV6『线路1』
深圳卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225700/2/index.m3u8$LR•IPV6『线路2』
深圳卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225741/2/index.m3u8$LR•IPV6『线路3』
深圳卫视,http://58.57.40.22:9901/tsfile/live/1036_1.m3u8$LR•IPV4『线路4』
深圳卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225741/index.m3u8$LR•IPV4『线路5』
深圳卫视,http://38.64.72.148:80/hls/modn/list/4007/playlist.m3u8$LR•IPV4『线路6』
深圳卫视,http://110.53.52.63:8888/newlive/live/hls/27/live.m3u8$LR•IPV4『线路7』
深圳卫视,http://111.160.17.2:59901/tsfile/live/0001_49.m3u8$LR•IPV4『线路8』
广东卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888910/224/3221225701/index.m3u8$LR•IPV6『线路1』
广东卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225597/2/index.m3u8$LR•IPV6『线路2』
广东卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225701/2/index.m3u8$LR•IPV6『线路3』
广东卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225742/2/index.m3u8$LR•IPV6『线路4』
广东卫视,http://39.164.160.249:9901/tsfile/live/0125_1.m3u8$LR•IPV4『线路5』
广东卫视,http://58.57.40.22:9901/tsfile/live/1039_1.m3u8$LR•IPV4『线路6』
广东卫视,http://ms.fxim.net:808/hls/27/index.m3u8$LR•IPV4『线路7』
广东卫视,http://110.53.52.63:8888/newlive/live/hls/20/live.m3u8$LR•IPV4『线路8』
广东卫视,http://stream.qhbtv.com/adws/sd/live.m3u8$LR•IPV4『线路9』
广西卫视,http://[2409:8087:1a01:df::4047]:80/TVOD/88888888/224/3221226091/main.m3u8$LR•IPV6『线路1』
广西卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225731/2/index.m3u8$LR•IPV6『线路2』
广西卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888910/224/3221226211/index.m3u8?fmt=ts2hls$LR•IPV6『线路3』
广西卫视,http://43.129.81.169/9bwaz8y2.gzstv.com/live/CH01_lo.m3u8$LR•IPV4『线路4』
广西卫视,http://36.32.174.67:60080/newlive/live/hls/38/live.m3u8$LR•IPV4『线路5』
广西卫视,https://mobilelive.gxtv.cn/live/gx_live1004/playlist.m3u8$LR•IPV4『线路6』
广西卫视,http://live.cztv.cc:85/live/ggpd.m3u8$LR•IPV4『线路7』
广西卫视,http://110.53.52.63:8888/newlive/live/hls/25/live.m3u8$LR•IPV4『线路8』
广西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225731/index.m3u8$LR•IPV4『线路9』
厦门卫视,https://live1b.kxm.xmtv.cn/xmtvbf/playlist.m3u8$LR•IPV4『线路1』
厦门卫视,http://183.11.239.36:808/hls/17/index.m3u8$LR•IPV4『线路2』
厦门卫视,http://110.80.17.38:9901/tsfile/live/0128_1.m3u8$LR•IPV4『线路3』
厦门卫视,http://123.132.233.194:352/tsfile/live/0119_1.m3u8$LR•IPV4『线路4』
厦门卫视,http://112.123.243.37:50085/tsfile/live/0136_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路5』
厦门卫视,https://live1b.kxm.xmtv.cn/xmtvbf/tvzb/live.m3u8$LR•IPV4『线路6』
厦门卫视,http://gmxw.7766.org:808/hls/17/index.m3u8$LR•IPV4『线路7』
厦门卫视,http://220.161.87.62:8090/hls/0/index.m3u8?zfud$LR•IPV4『线路8』
厦门卫视,http://3501776.xyz:35455/itv/1000000005000266006.m3u8?cdn=ystenlive$LR•IPV4『线路9』
厦门卫视,http://36.105.100.208:35455/itv/1000000005000266006.m3u8?cdn=ystenlive$LR•IPV4『线路10』
甘肃卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225724/2/index.m3u8$LR•IPV6『线路1』
甘肃卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225724/index.m3u8$LR•IPV4『线路2』
甘肃卫视,http://ms.fxim.net:808/hls/26/index.m3u8$LR•IPV4『线路3』
甘肃卫视,http://110.53.52.63:8888/newlive/live/hls/35/live.m3u8$LR•IPV4『线路4』
甘肃卫视,http://120.76.248.139/live/bfgd/4200000119.m3u8$LR•IPV4『线路5』
甘肃卫视,http://111.61.236.247:9081/hls/54/index.m3u8$LR•IPV4『线路6』
贵州卫视,http://[2409:8087:1a01:df::4030]:80/TVOD/88888888/224/3221225974/main.m3u8$LR•IPV6『线路1』
贵州卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225483/2/index.m3u8$LR•IPV6『线路2』
贵州卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225728/2/index.m3u8$LR•IPV6『线路3』
贵州卫视,http://39.164.160.249:9901/tsfile/live/0120_1.m3u8$LR•IPV4『线路4』
贵州卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225728/index.m3u8$LR•IPV4『线路5』
贵州卫视,http://58.57.40.22:9901/tsfile/live/1042_1.m3u8$LR•IPV4『线路6』
贵州卫视,http://110.53.52.63:8888/newlive/live/hls/28/live.m3u8$LR•IPV4『线路7』
贵州卫视,http://183.11.239.36:808/hls/49/index.m3u8$LR•IPV4『线路8』
河北卫视,http://[2409:8087:1a01:df::4035]:80/TVOD/88888888/224/3221225961/main.m3u8$LR•IPV6『线路1』
河北卫视,http://ms.fxim.net:808/hls/31/index.m3u8$LR•IPV4『线路2』
河北卫视,http://36.32.174.67:60080/newlive/live/hls/36/live.m3u8$LR•IPV4『线路3』
河北卫视,http://111.160.17.2:59901/tsfile/live/0001_39.m3u8$LR•IPV4『线路4』
河北卫视,http://183.11.239.36:808/hls/54/index.m3u8$LR•IPV4『线路5』
河北卫视,http://120.76.248.139/live/bfgd/4200000108.m3u8$LR•IPV4『线路6』
河南卫视,http://58.57.40.22:9901/tsfile/live/1048_1.m3u8$LR•IPV4『线路1』
河南卫视,http://ms.fxim.net:808/hls/32/index.m3u8$LR•IPV4『线路2』
河南卫视,http://36.32.174.67:60080/newlive/live/hls/35/live.m3u8$LR•IPV4『线路3』
河南卫视,http://110.53.52.63:8888/newlive/live/hls/32/live.m3u8$LR•IPV4『线路4』
河南卫视,http://ms.fxim.net:808/hls/28/index.m3u8$LR•IPV4『线路5』
海峡卫视,http://38.64.72.148:80/hls/modn/list/4009/chunklist0.m3u8$LR•IPV4
黑龙江卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225586/2/index.m3u8$LR•IPV6『线路1』
黑龙江卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225690/2/index.m3u8$LR•IPV6『线路2』
黑龙江卫视,http://113.140.12.230:8888/newlive/live/hls/42/live.m3u8$LR•IPV4『线路3』
黑龙江卫视,http://110.53.52.63:8888/newlive/live/hls/44/live.m3u8$LR•IPV4『线路4』
黑龙江卫视,http://183.131.246.250:9901/tsfile/live/0143_1.m3u8$LR•IPV4『线路5』
黑龙江卫视,http://111.160.17.2:59901/tsfile/live/0001_36.m3u8$LR•IPV4『线路6』
黑龙江卫视,http://183.11.239.36:808/hls/48/index.m3u8$LR•IPV4『线路7』
湖北卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888910/224/3221225699/index.m3u8$LR•IPV6『线路1』
湖北卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225596/2/index.m3u8$LR•IPV6『线路2』
湖北卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225699/2/index.m3u8$LR•IPV6『线路3』
湖北卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225740/2/index.m3u8$LR•IPV6『线路4』
湖北卫视,http://58.57.40.22:9901/tsfile/live/1038_1.m3u8$LR•IPV4『线路5』
湖北卫视,http://ms.fxim.net:808/hls/30/index.m3u8$LR•IPV4『线路6』
湖北卫视,http://36.32.174.67:60080/newlive/live/hls/28/live.m3u8$LR•IPV4『线路7』
湖北卫视,http://110.53.52.63:8888/newlive/live/hls/33/live.m3u8$LR•IPV4『线路8』
湖北卫视,http://60.223.224.176:8888/newlive/live/hls/33/live.m3u8$LR•IPV4『线路9』
湖北卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225699/index.m3u8$LR•IPV4『线路10』
吉林卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225680/2/index.m3u8$LR•IPV6『线路1』
吉林卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225680/index.m3u8$LR•IPV4『线路2』
吉林卫视,http://58.57.40.22:9901/tsfile/live/1050_1.m3u8$LR•IPV4『线路3』
吉林卫视,http://36.32.174.67:60080/newlive/live/hls/40/live.m3u8$LR•IPV4『线路4』
吉林卫视,http://175.31.21.146:4480/hls/19/index.m3u8$LR•IPV4『线路5』
吉林卫视,http://110.53.52.63:8888/newlive/live/hls/34/live.m3u8$LR•IPV4『线路6』
内蒙古卫视,http://110.53.52.63:8888/newlive/live/hls/45/live.m3u8$LR•IPV4『线路1』
内蒙古卫视,http://satellitepull.cnr.cn/live/wx32nmgws/playlist.m3u8$LR•IPV4『线路2』
内蒙古卫视,http://183.11.239.36:808/hls/60/index.m3u8$LR•IPV4『线路3』
内蒙古卫视,http://120.76.248.139/live/bfgd/4200000110.m3u8$LR•IPV4『线路4』
内蒙古卫视,http://124.128.73.58:9901/tsfile/live/0109_1.m3u8$LR•IPV4『线路5』
辽宁卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225601/2/index.m3u8$LR•IPV6『线路1』
辽宁卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225696/2/index.m3u8$LR•IPV6『线路2』
辽宁卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225735/2/index.m3u8$LR•IPV6『线路3』
辽宁卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888910/224/3221225601/index.m3u8?fmt=ts2hls$LR•IPV6『线路4』
辽宁卫视,http://39.164.160.249:9901/tsfile/live/0121_1.m3u8$LR•IPV4『线路5』
辽宁卫视,http://58.57.40.22:9901/tsfile/live/1035_1.m3u8$LR•IPV4『线路6』
辽宁卫视,http://ms.fxim.net:808/hls/24/index.m3u8$LR•IPV4『线路7』
辽宁卫视,http://110.53.52.63:8888/newlive/live/hls/46/live.m3u8$LR•IPV4『线路8』
辽宁卫视,http://111.160.17.2:59901/tsfile/live/0001_41.m3u8$LR•IPV4『线路9』
宁夏卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225726/2/index.m3u8$LR•IPV6『线路1』
宁夏卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225726/index.m3u8$LR•IPV4『线路2』
宁夏卫视,http://58.57.40.22:9901/tsfile/live/1054_1.m3u8$LR•IPV4『线路3』
宁夏卫视,http://36.32.174.67:60080/newlive/live/hls/49/live.m3u8$LR•IPV4『线路4』
宁夏卫视,http://110.53.52.63:8888/newlive/live/hls/39/live.m3u8$LR•IPV4『线路5』
宁夏卫视,http://183.11.239.36:808/hls/106/index.m3u8$LR•IPV4『线路6』
青海卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225727/2/index.m3u8$LR•IPV6『线路1』
青海卫视,http://220.164.192.48:50085/tsfile/live/0140_1.m3u8$LR•IPV4『线路2』
青海卫视,http://ms.fxim.net:808/hls/23/index.m3u8$LR•IPV4『线路3』
青海卫视,http://110.53.52.63:8888/newlive/live/hls/38/live.m3u8$LR•IPV4『线路4』
青海卫视,http://satellitepull.cnr.cn/live/wx32qhws/playlist.m3u8$LR•IPV4『线路5』
青海卫视,http://120.76.248.139/live/bfgd/4200000111.m3u8$LR•IPV4『线路6』
山东卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225697/2/index.m3u8$LR•IPV6『线路1』
山东卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225484/2/index.m3u8$LR•IPV6『线路2』
山东卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225738/2/index.m3u8$LR•IPV6『线路3』
山东卫视,http://39.164.160.249:9901/tsfile/live/0131_1.m3u8$LR•IPV4『线路4』
山东卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225697/index.m3u8$LR•IPV4『线路5』
山东卫视,http://36.32.174.67:60080/newlive/live/hls/42/live.m3u8$LR•IPV4『线路6』
山东卫视,http://live.dxhmt.cn:9081/tv/11521-1.m3u8$LR•IPV4『线路7』
山东卫视,http://110.53.52.63:8888/newlive/live/hls/29/live.m3u8$LR•IPV4『线路8』
山西卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225730/2/index.m3u8$LR•IPV6『线路1』
山西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225730/index.m3u8$LR•IPV4『线路2』
山西卫视,http://113.140.12.230:8888/newlive/live/hls/41/live.m3u8$LR•IPV4『线路3』
山西卫视,http://36.32.174.67:60080/newlive/live/hls/43/live.m3u8$LR•IPV4『线路4』
山西卫视,http://110.53.52.63:8888/newlive/live/hls/43/live.m3u8$LR•IPV4『线路5』
山西卫视,http://satellitepull.cnr.cn/live/wxssxws/playlist.m3u8$LR•IPV4『线路6』
天津卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225698/2/index.m3u8$LR•IPV6『线路1』
天津卫视,http://[2409:8087:1a01:df::4030]:80/TVOD/88888888/224/3221225972/main.m3u8$LR•IPV6『线路2』
天津卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225485/2/index.m3u8$LR•IPV6『线路3』
天津卫视,http://58.57.40.22:9901/tsfile/live/1034_1.m3u8$LR•IPV4『线路4』
天津卫视,http://112.46.85.60:8009/hls/44/index.m3u8$LR•IPV4『线路5』
天津卫视,http://ms.fxim.net:808/hls/21/index.m3u8$LR•IPV4『线路6』
天津卫视,http://36.32.174.67:60080/newlive/live/hls/26/live.m3u8$LR•IPV4『线路7』
天津卫视,http://110.53.52.63:8888/newlive/live/hls/42/live.m3u8$LR•IPV4『线路8』
天津卫视,http://m3u8file.lstv.org.cn/nmip-media/channellive/channel1/playlist.m3u8$LR•IPV4『线路9』
天津卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225698/index.m3u8$LR•IPV4『线路10』
海南卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225722/2/index.m3u8$LR•IPV6『线路1』
海南卫视,http://58.57.40.22:9901/tsfile/live/1000_1.m3u8$LR•IPV4『线路2』
海南卫视,http://36.32.174.67:60080/newlive/live/hls/46/live.m3u8$LR•IPV4『线路3』
海南卫视,http://183.11.239.36:808/hls/124/index.m3u8$LR•IPV4『线路4』
海南卫视,http://120.76.248.139/live/bfgd/4200000473.m3u8$LR•IPV4『线路5』
海南卫视,http://123.132.233.194:352/tsfile/live/1004_1.m3u8$LR•IPV4『线路6』
新疆卫视,http://220.164.192.48:50085/tsfile/live/0111_1.m3u8$LR•IPV4『线路1』
新疆卫视,http://58.57.40.22:9901/tsfile/live/1055_1.m3u8$LR•IPV4『线路2』
新疆卫视,http://39.164.160.249:9901/tsfile/live/0110_1.m3u8$LR•IPV4『线路3』
新疆卫视,http://113.140.12.230:8888/newlive/live/hls/35/live.m3u8$LR•IPV4『线路4』
新疆卫视,http://36.32.174.67:60080/newlive/live/hls/47/live.m3u8$LR•IPV4『线路5』
云南卫视,http://39.164.160.249:9901/tsfile/live/0119_1.m3u8$LR•IPV4『线路1』
云南卫视,https://hwapi.yntv.net/62hdvf/nqyn7w.m3u8$LR•IPV4『线路2』
云南卫视,http://36.32.174.67:60080/newlive/live/hls/45/live.m3u8$LR•IPV4『线路3』
云南卫视,http://110.53.52.63:8888/newlive/live/hls/26/live.m3u8$LR•IPV4『线路4』
云南卫视,http://183.11.239.36:808/hls/52/index.m3u8$LR•IPV4『线路5』
西藏卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225723/2/index.m3u8$LR•IPV6『线路1』
西藏卫视,http://36.32.174.67:60080/newlive/live/hls/48/live.m3u8$LR•IPV4『线路2』
西藏卫视,http://110.53.52.63:8888/newlive/live/hls/36/live.m3u8$LR•IPV4『线路3』
西藏卫视,http://satellitepull.cnr.cn/live/wxxzws/playlist.m3u8$LR•IPV4『线路4』
西藏卫视,http://183.11.239.36:808/hls/64/index.m3u8$LR•IPV4『线路5』
西藏卫视,http://120.76.248.139/live/bfgd/4200000121.m3u8$LR•IPV4『线路6』
兵团卫视,http://liveout.btzx.com.cn/62ds9e/yil08g.m3u8$LR•IPV4『线路1』
兵团卫视,http://183.11.239.36:808/hls/7/index.m3u8$LR•IPV4『线路2』
兵团卫视,http://120.76.248.139/live/bfgd/4200000124.m3u8$LR•IPV4『线路3』
兵团卫视,https://liveout.btzx.com.cn/62ds9e/yil08g.m3u8$LR•IPV4『线路4』
兵团卫视,http://218.13.14.6:60050/tsfile/live/1053_1.m3u8$LR•IPV4『线路5』
安多卫视,http://stream.qhbtv.com/adws/playlist.m3u8$LR•IPV4『线路1』
安多卫视,https://liveout.xntv.tv/a65jur/96iln2.m3u8$LR•IPV4『线路2』
安多卫视,http://39.134.65.166/PLTV/88888888/224/3221225531/1.m3u8$LR•IPV4『线路3』
安多卫视,http://39.134.66.66/PLTV/88888888/224/3221225531/1.m3u8$LR•IPV4『线路4』
安多卫视,http://39.134.65.106/PLTV/88888888/224/3221225531/1.m3u8?$LR•IPV4『线路5』
安多卫视,https://livecdn.dmqhyadmin.com/hls/xjmenyuan.m3u8$LR•IPV4『线路6』
安多卫视,http://dtrmlive.qhdtrm.cn/xnds/sd/live.m3u8$LR•IPV4『线路7』
安多卫视,http://3501776.xyz:35455/itv/1000000005000266001.m3u8?cdn=ystenlive$LR•IPV4『线路8』
安多卫视,http://36.105.100.208:35455/itv/1000000005000266001.m3u8?cdn=ystenlive$LR•IPV4『线路9』
安多卫视,http://stream.qhbtv.com/adws/playlist.m3u8?_upt=d60823ce1718441050$LR•IPV4『线路10』
康巴卫视,http://218.89.240.144:59901/tsfile/live/1010_1.m3u8$LR•IPV4『线路1』
康巴卫视,http://39.134.65.166/PLTV/88888888/224/3221225527/1.m3u8$LR•IPV4『线路2』
康巴卫视,http://61.157.139.15:9901/tsfile/live/2415_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路3』
康巴卫视,http://61.157.139.15:9901/tsfile/live/2415_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0$LR•IPV4『线路4』
康巴卫视,http://www.xzbn.site:35455/itv/1000000005000266002.m3u8?cdn=ystenlive$LR•IPV4『线路5』
康巴卫视,http://36.105.100.208:35455/itv/1000000005000266002.m3u8?cdn=ystenlive$LR•IPV4『线路6』
农林卫视,http://120.76.248.139/live/bfgd/4200000122.m3u8$LR•IPV4『线路1』
农林卫视,http://124.116.183.146:9901/tsfile/live/1004_1.m3u8$LR•IPV4『线路2』
农林卫视,http://8.138.7.223/【公众号：榴芒电视】/农林卫视.m3u8$LR•IPV4『线路3』
农林卫视,http://112.46.85.60:8009/hls/27/index.m3u8$LR•IPV4『线路4』
农林卫视,http://124.116.183.146:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路5』
三沙卫视,http://111.160.17.2:59901/tsfile/live/0001_45.m3u8$LR•IPV4『线路1』
三沙卫视,http://119.36.148.115:59901/tsfile/live/1009_1.m3u8$LR•IPV4『线路2』
三沙卫视,http://61.138.128.226:19901/tsfile/live/1020_1.m3u8$LR•IPV4『线路3』
三沙卫视,https://pullsstv90080111.ssws.tv/live/SSTV20220729.m3u8$LR•IPV4『线路4』
三沙卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.148:11111$LR•IPV4『线路5』
延边卫视,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8$LR•IPV4『线路1』
延边卫视,http://live.ybtvyun.com/video/s10016-6f0dfd97912f/index.m3u8$LR•IPV4『线路2』
延边卫视,http://120.76.248.139/live/bfgd/4200000117.m3u8$LR•IPV4『线路3』
延边卫视,http://l.cztvcloud.com/channels/lantian/SXxinchang2/720p.m3u8$LR•IPV4『线路4』
延边卫视,http://61.138.128.226:19901/tsfile/live/1008_1.m3u8$LR•IPV4『线路5』
延边卫视,https://live.ybtvyun.com/video/s10006-2f92b9e0b123/index.m3u8$LR•IPV4『线路6』
延边卫视,http://satellitepull.cnr.cn/live/wxybws/playlist.m3u8$LR•IPV4『线路7』
延边卫视,http://gmxw.7766.org:808/hls/15/index.m3u8$LR•IPV4『线路8』
延边卫视,http://36.105.100.208:35455/itv/1000000005000266008.m3u8?cdn=ystenlive$LR•IPV4『线路9』
延边卫视,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8?zjild$LR•IPV4『线路10』
南方卫视,http://182.91.124.224:9901/tsfile/live/1059_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4
📡  江西频道,#genre#
江西教育,http://58.17.48.228:808/hls/24/index.m3u8$LR•IPV4
万载综合,http://live-echotv.cdnvideo.ru/echotv/echotv.sdp/playlist.m3u8$LR•IPV4『线路1』
万载综合,http://ls.qingting.fm/live/273.m3u8$LR•IPV4『线路2』
📡  北京频道,#genre#
北京科教,http://player.cntv.cn/standard/live_HLSDRM20180606.swf?ChannelID=btv3&P2PChannelID=pd://cctv_p2p_hdbtv3$LR•IPV4
北京财经,http://player.cntv.cn/standard/live_HLSDRM20180524.swf?ChannelID=btv5&videoTVChannel=btv5&P2PChannelID=pd://cctv_p2p_hdbtv5&tai=btv5&VideoName=btv5&channelID=btv5$LR•IPV4『线路1』
北京财经,https://wstvcpudali.v.myalicdn.com/wstvcpud/udrmbtv5_1/index.m3u8?adapt=0&BR=audio$LR•IPV4『线路2』
北京生活,http://player.cntv.cn/standard/live_HLSDRM20180524.swf?ChannelID=btv7&videoTVChannel=btv7&P2PChannelID=pd://cctv_p2p_hdbtv7&tai=btv7&VideoName=btv7&channelID=btv7$LR•IPV4『线路1』
北京生活,https://wstvcpudali.v.myalicdn.com/wstvcpud/udrmbtv7_1/index.m3u8?adapt=0&BR=audio$LR•IPV4『线路2』
北京青年,http://player.cntv.cn/standard/live_HLSDRM20180919.swf?v=180.171.5.8.9.6.3.9&ChannelID=btv8&videoTVChannel=btv8&P2PChannelID=pd://cctv_p2p_hdbtv8&tai=btv8&VideoName=btv8&channelID=btv8$LR•IPV4
北京新闻,http://yc.myds.me:35455/bptv/10000100000000050000000003870780.m3u8$LR•IPV4『线路1』
北京新闻,http://satellitepull.cnr.cn/live/wxbjxwgb/playlist.m3u8$LR•IPV4『线路2』
北京新闻,https://satellitepull.cnr.cn/live/wxbjxwgb/playlist.m3u8$LR•IPV4『线路3』
北京新闻,https://brtv-radiolive.rbc.cn/alive/fm945.m3u8$LR•IPV4『线路4』
北京新闻,https://ls.qingting.fm/live/339/64k.m3u8$LR•IPV4『线路5』
睛彩竞技,http://[2409:8087:1a01:df::4061]:80/TVOD/88888888/224/3221225899/main.m3u8$LR•IPV6『线路1』
睛彩竞技,http://138.2.61.159:5000/2000000003000000060/hnbblive/index.m3u8$LR•IPV4『线路2』
睛彩竞技,http://138.2.61.159:5000/1000000006000270001/ystenlive/index.m3u8$LR•IPV4『线路3』
睛彩篮球,http://[2409:8087:1a01:df::4055]:80/TVOD/88888888/224/3221225901/main.m3u8$LR•IPV6『线路1』
睛彩篮球,http://138.2.61.159:5000/2000000003000000061/hnbblive/index.m3u8$LR•IPV4『线路2』
睛彩篮球,http://138.2.61.159:5000/2000000003000000065/hnbblive/index.m3u8$LR•IPV4『线路3』
睛彩篮球,http://138.2.61.159:5000/1000000006000270002/ystenlive/index.m3u8$LR•IPV4『线路4』
睛彩篮球,http://138.2.61.159:5000/1000000006000270006/ystenlive/index.m3u8$LR•IPV4『线路5』
睛彩篮球,http://36.105.100.208:35455/itv/2000000003000000061.m3u8?cdn=hnbblive$LR•IPV4『线路6』
睛彩广场舞,http://36.105.100.208:35455/itv/2000000003000000062.m3u8?cdn=hnbblive$LR•IPV4
📡  上海频道,#genre#
上海新闻综合,http://api2.52tb.xyz/info?id=371&token=20230218qkyjia$LR•IPV4『线路1』
上海新闻综合,http://api3.52tb.xyz/info?id=371&token=20221127jxwhhemby$LR•IPV4『线路2』
生活时尚,http://146.56.165.66:7788/TVOD/5000000002000019634/bestzb/index.m3u8$LR•IPV4『线路1』
生活时尚,http://nas.hssvm.com:8888/udp/225.1.1.143:5002$LR•IPV4『线路2』
生活时尚,http://wouu.net:9977/udp/239.93.0.106:5140$LR•IPV4『线路3』
生活时尚,http://wouu.net:9977/udp/239.93.42.29:5140$LR•IPV4『线路4』
上海都市,http://api3.52tb.xyz/info?id=372&token=20221127jxwhhemby$LR•IPV4『线路1』
上海都市,http://yc.myds.me:35455/itv/5000000010000018926.m3u8?cdn=bestzb$LR•IPV4『线路2』
上海都市,http://mvfn.zhch1968.com:35455/itv/5000000010000018926.m3u8?cdn=bestzb$LR•IPV4『线路3』
上海都市,http://www.zhch682022.cn:35455/itv/5000000010000018926.m3u8?cdn=bestzb$LR•IPV4『线路4』
都市剧场,http://183.230.184.51:65500/tntv1.m3u8?zzhongqd$LR•IPV4『线路1』
都市剧场,http://3501776.xyz:35455/itv/5000000011000031111.m3u8?cdn=bestzb$LR•IPV4『线路2』
都市剧场,http://222.179.155.21:1935/ch1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]$LR•IPV4『线路3』
都市剧场,http://36.105.100.208:35455/itv/5000000011000031111.m3u8?cdn=bestzb$LR•IPV4『线路4』
都市剧场,http://183.64.174.171:40123/ch1.m3u8?zzhongqd$LR•IPV4『线路5』
第一财经,http://satellitepull.cnr.cn/live/wx32dycjgb/playlist.m3u8$LR•IPV4『线路1』
第一财经,http://a1live.livecdn.yicai.com/live/radio_tv.m3u8$LR•IPV4『线路2』
第一财经,http://ls.qingting.fm/live/276.m3u8$LR•IPV4『线路3』
第一财经,http://yc.myds.me:35455/itv/5000000010000027146.m3u8?cdn=bestzb$LR•IPV4『线路4』
东方财经,http://115.150.63.77:9902/tsfile/live/1042_1.m3u8$LR•IPV4『线路1』
东方财经,http://124.248.69.76:26781/douyu/9548279$LR•IPV4『线路2』
东方财经,http://wouu.net:9977/udp/239.93.1.165:5140$LR•IPV4『线路3』
东方财经,http://yc.myds.me:35455/itv/5000000007000010003.m3u8?cdn=bestzb$LR•IPV4『线路4』
东方财经,http://qjrhc.jydjd.top:2911/udp/224.1.100.141:11111$LR•IPV4『线路5』
欢笑剧场,http://36.105.100.208:35455/itv/2000000002000000014.m3u8?cdn=hnbblive$LR•IPV4『线路1』
欢笑剧场,http://180.213.174.225:9901/tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路2』
欢笑剧场,http://36.105.100.208:35455/itv/5000000002000009455.m3u8?cdn=bestzb$LR•IPV4『线路3』
